evn	rus
итыв-мӣ	образовать
итыв-мӣ	организовать
итыв-мӣ	основать
итыв-мӣ	создать
итыв-мӣ	установить
итыв-мӣ	устроить
итыва	закон
итыва	обиход
итывдя-мӣ	проводить
итывдя-мӣ	водружать
итывдя-мӣ	основывать
итывдя-мӣ	создавать
итывдя-мӣ	творить
итывдя-мӣ	устанавливать
итывдя-мӣ	устраивать
итывкавдя-мӣ	разбираться
итывна	творение
итывран	водрузить
итывран	образовать
итывран	организовать
итывран	поставить
итывран	создать
итывран	установить
итывран	устроить
итывув-мӣ	устроиться
итывувдя-мӣ	устраиваться
итывувран	устроиться
итывумнӣ	организатор
итывумнӣва	организатор
итывун	изготовление
итывӯвдя-мӣ	создаваться
итывӯвча̄	созданный
итывӯн	организация
итыга̄-мӣ	подготовить
итыга̄-мӣ	приготовить
итыга̄в-мӣ	приготовиться
итыга̄вде-мӣ	подготовляться
итыга̄вде-мӣ	готовиться
итыга̄вдерӣ	подготовительный
итыга̄вдерӣ	приготовительный
итыга̄врэн	приготовиться
итыга̄вча̄	готовый
итыга̄вча̄вэ	готовый
итыга̄де-мӣ	подготовлять
итыга̄де-мӣ	приготовлять
итыга̄де-мӣ	готовить
итыга̄де-мӣ	собираться
итыга̄н	подготовка
итыга̄н	приготовленный
итыга̄нмэ	подготовка
итыга̄рэн	приготовить
итыган	сборы
итыгар	готовность
итыдян	творение
итык	сверло
итыкивдя-мӣ	взбалтывать
итыкния	сова
итыл	обстоятельство
итыла̄-мӣ	приладить
итыла̄-мӣ	наладить
итыла̄-мӣ	настроить
итыла̄-мӣ	обставить
итыла̄-мӣ	снарядить
итыла̄вча̄	заготовленный
итыла̄вча̄вэ	заготовленный
итыла̄де-мӣ	прилаживать
итыла̄де-мӣ	ладить
итыла̄де-мӣ	налаживать
итыла̄де-мӣ	обставлять
итыла̄де-мӣ	снаряжать
итыла̄де-мӣ	улаживать
итыла̄де-мӣ	устанавливать
итыла̄н	установка
итыла̄рэн	наладить
итыла̄рэн	настроить
итыла̄рэн	обставить
итыла̄рэн	приладить
итымка-мӣ	разобрать
итымка-мӣ	рассмотреть
итымкадя-мӣ	производить
итымкадя-мӣ	жаловаться
итымкадя-мӣ	разбирать
итымкадя-мӣ	рассматривать
итымкадярӣ	рассмотрение
итымкан	разбирательство
итымкан	разбор
итымкан	рассмотрение
итымна-мӣ	запретить
итымнан	запрещение
итытув-мӣ	установиться
итэ	дощечка
итэгэй-мӣ	поверить
итэнмукэ̄нде-мӣ	пропускать
ихактадя-мӣ	плавать
ихивун	след
ихилэ	след
ихэ	булыжник
ихэ	камень
ихэв-мӣ	вырасти
ихэвде-мӣ	вырастать
ихэвде-мӣ	расти
ихэвдери	подросток
ихэвчэ	выросший
ихэде-мӣ	тошнить
ихэлкэн	жирный
ихэлэ	ящерица
ихэри-мӣ	вырвать
ичин	рычание
ичитэх	пустой
ичтмэӣн	ненависть
ичули-мӣ	просмотреть
ичулӣ-мӣ	поверить
ичулӣ-мӣ	проверить
ичулӣ-мӣ	проколоть
ичулӣде-мӣ	поверять
ичулӣде-мӣ	проверять
ичулӣде-мӣ	просматривать
ичулӣн	поверка
ичулӣн	проверка
ичулӣнмэ	поверка
ичулӣрэн	поверить
ичулӣрэн	просмотреть
ичулидерӣ	рассмотрение
ичулин	испытание
ичулин	рассмотрение
ичулинэе а̄чин	бесконтрольный
ичулявдерӣ	контрольный
ичулӣ-мӣ	обследовать
ичулӣ-мӣ	оглядеть
ичулӣ-мӣ	расследовать
ичулӣ-мӣ	рассмотреть
ичулӣвчэ̄	испытанный
ичулӣде-мӣ	всматриваться
ичулӣде-мӣ	испытывать
ичулӣде-мӣ	контролировать
ичулӣде-мӣ	обозревать
ичулӣде-мӣ	оглядывать
ичулӣн	контроль
ичулӣн	смотр
ичулӣнмэ	контроль
ичулӣнмэ	смотр
ичулӣрэн	обследовать
ичулӣрэн	расследовать
ичэ-мӣ	предвидеть
ичэ-мӣ	ощипывать
ичэ-мӣ	увидать
ичэ̄т-мӣ	оглядеть
ичэ̄тчэ-мӣ	оглядывать
ичэвгэ̄н	очевидно
ичэвгэ̄н би-мӣ	виднеться
ичэвгэн	видимый
ичэвгэн	заметный
ичэвгэн	явный
ичэвгэн о̄дя-мӣ	проявлять
ичэвде-мӣ	проглядывать
ичэвде-мӣ	виднеться
ичэвдерӣ	видный
ичэвкэ̄н	изображение
ичэвкэ̄н	показ
ичэвкэ̄н-мӣ	показать
ичэвкэ̄н-мӣ	представить
ичэвкэ̄н-мӣ	предъявить
ичэвкэ̄н-мӣ	выставить
ичэвкэ̄н-мӣ	выставлять
ичэвкэ̄н-мӣ	изобразить
ичэвкэ̄н-мӣ	обнаружить
ичэвкэ̄нде-мӣ	представлять
ичэвкэ̄нде-мӣ	предъявлять
ичэвкэ̄нде-мӣ	изображать
ичэвкэ̄нэ	выставка
ичэвкэ̄тчэ-мӣ	демонстрировать
ичэвкэ̄тчэнэ	напоказ
ичэвул-мӣ	показаться
ичэвул-мӣ	появляться
ичэвулде-мӣ	вырисовываться
ичэвуӈнэ	наружность
ичэвуӈнэ	очертание
ичэвуӈнэ	физиономия
ичэвуӈнэ̄	вид
ичэвуӈнэ̄	облик
ичэде-мӣ	видеть
ичэды	вид
ичэдэ	контур
ичэдэ	облик
ичэдэ	фигура
ичэдэ	форма
ичэдэ	характер
ичэдэ	цвет
ичэдэ̄	образ
ичэдэе а̄чин	бесформенный
ичэлды̄-мӣ	повидаться
ичэлды̄де-мӣ	видеться
ичэлды̄мэ̄т-мӣ	свидеться
ичэлды̄мэ̄тчэ-мӣ	бывать
ичэлды̄мэ̄чин	свидание
ичэлды̄н	посещение
ичэлды̄нэ̄-мӣ	проведать
ичэлды̄нэ̄-мӣ	навестить
ичэлды̄нэ̄де-мӣ	навещать
ичэлы̄нэ̄-мӣ	наведаться
ичэлӣ	людный
ичэмук	зрачок
ичэмук	хрусталик
ичэмукчэ̄н	утка
ичэмэл-мӣ	полюбопытствовать
ичэндэ̄-мӣ	придавить
ичэнэ̄-мӣ	осмотреть
ичэрде-мӣ	вещать
ичэрӣ	зрение
ичэримнӣ	ворожея
ичэрӣде-мӣ	шаманить
ичэрӣмнӣ	колдун
ичэсиктэ	взор
ичэсин	надзор
ичэсин-мӣ	заглядывать
ичэсин-мӣ	заглянуть
ичэсин-мӣ	взглянуть
ичэсинде-мӣ	поглядывать
ичэсинде-мӣ	посматривать
ичэсинчэ-мӣ	взглядывать
ичэсӣктэ	взгляд
ичэт-мӣ	заметить
ичэт-мӣ	повидать
ичэт-мӣ	поглядеть
ичэт-мӣ	подметить
ичэт-мӣ	посмотреть
ичэт-мӣ	просмотреть
ичэт-мӣ	осмотреть
ичэт-мӣ	рассмотреть
ичэтмэ	любопытный
ичэтмэ о̄-мӣ	полюбопытствовать
ичэтмэӣ-мӣ	возненавидеть
